epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
85,729.232,0.39181,3.29574,0.92805,0.02054,0.88889,0.35563,0.30673,0.4079,3.44308,0.91309,0.000326339,0.00010878,0.000326339,0.00010878,0.000326339,0.00010878,0.000326339,0.00010878
86,737.914,0.41228,3.20691,0.979,0.02054,0.88889,0.35563,0.30673,0.4079,3.44308,0.91309,0.000310811,0.000103604,0.000310811,0.000103604,0.000310811,0.000103604,0.000310811,0.000103604
87,746.819,0.38321,3.26539,0.93521,0.02054,0.88889,0.35563,0.30673,0.4079,3.44308,0.91309,0.000294825,9.82751e-05,0.000294825,9.82751e-05,0.000294825,9.82751e-05,0.000294825,9.82751e-05
88,755.772,0.44501,3.26552,0.97838,0.01959,0.88889,0.32747,0.27421,0.41273,3.42102,0.91498,0.000278383,9.27945e-05,0.000278383,9.27945e-05,0.000278383,9.27945e-05,0.000278383,9.27945e-05
89,764.557,0.40215,3.21902,0.97646,0.01959,0.88889,0.32747,0.27421,0.41273,3.42102,0.91498,0.000261485,8.71615e-05,0.000261485,8.71615e-05,0.000261485,8.71615e-05,0.000261485,8.71615e-05
90,773.607,0.40209,3.22036,0.95541,0.01959,0.88889,0.32747,0.27421,0.41273,3.42102,0.91498,0.000244129,8.13763e-05,0.000244129,8.13763e-05,0.000244129,8.13763e-05,0.000244129,8.13763e-05
91,782.519,0.52692,3.36311,0.97425,0.01917,0.88889,0.32452,0.27532,0.41668,3.39804,0.91405,0.000226317,7.54389e-05,0.000226317,7.54389e-05,0.000226317,7.54389e-05,0.000226317,7.54389e-05
92,791.197,0.55408,3.33975,1.04416,0.01917,0.88889,0.32452,0.27532,0.41668,3.39804,0.91405,0.000208048,6.93492e-05,0.000208048,6.93492e-05,0.000208048,6.93492e-05,0.000208048,6.93492e-05
93,799.668,0.54486,3.34267,0.98807,0.01917,0.88889,0.32452,0.27532,0.41668,3.39804,0.91405,0.000189322,6.31072e-05,0.000189322,6.31072e-05,0.000189322,6.31072e-05,0.000189322,6.31072e-05
94,808.272,0.60542,3.41512,0.9918,0.01844,0.88889,0.31411,0.27971,0.42778,3.37292,0.91511,0.000170139,5.6713e-05,0.000170139,5.6713e-05,0.000170139,5.6713e-05,0.000170139,5.6713e-05
95,816.748,0.53247,3.27404,0.9676,0.01844,0.88889,0.31411,0.27971,0.42778,3.37292,0.91511,0.000150499,5.01665e-05,0.000150499,5.01665e-05,0.000150499,5.01665e-05,0.000150499,5.01665e-05
96,825.213,0.55509,3.30846,1.02163,0.01844,0.88889,0.31411,0.27971,0.42778,3.37292,0.91511,0.000130403,4.34677e-05,0.000130403,4.34677e-05,0.000130403,4.34677e-05,0.000130403,4.34677e-05
97,833.946,0.5354,3.30573,0.98518,0.018,0.88889,0.31417,0.27779,0.4369,3.3485,0.91597,0.00010985,3.66167e-05,0.00010985,3.66167e-05,0.00010985,3.66167e-05,0.00010985,3.66167e-05
98,842.502,0.5988,3.298,1.04861,0.018,0.88889,0.31417,0.27779,0.4369,3.3485,0.91597,8.88403e-05,2.96134e-05,8.88403e-05,2.96134e-05,8.88403e-05,2.96134e-05,8.88403e-05,2.96134e-05
99,851.316,0.5288,3.32127,0.97931,0.018,0.88889,0.31417,0.27779,0.4369,3.3485,0.91597,6.73736e-05,2.24579e-05,6.73736e-05,2.24579e-05,6.73736e-05,2.24579e-05,6.73736e-05,2.24579e-05
100,859.84,0.51621,3.34982,0.98648,0.018,0.88889,0.31417,0.27779,0.4369,3.3485,0.91597,4.54502e-05,1.51501e-05,4.54502e-05,1.51501e-05,4.54502e-05,1.51501e-05,4.54502e-05,1.51501e-05
